CPU Load (%),CPU Cores,Memory RAM Usage (%),Memory Swap Usage (%),Disk Usage (%),downgrade
87.04,2,45.34,51.95,11.76,1
88.92,7,7.36,58.81,15.09,1
40.35,7,76.49,39.48,75.29,1
13.25,8,12.72,65.46,67.21,1
85.22,8,11.15,66.14,47.27,1
61.32,6,58.38,13.33,95.31,1
37.96,2,57.31,59.03,28.14,1
72.08,3,73.66,4.63,94.19,1
15.18,8,97.18,62.17,70.87,1
77.87,6,82.11,17.03,23.64,1
37.61,8,44.23,72.94,92.84,1
62.28,2,62.52,50.03,82.02,1
31.56,8,61.16,24.83,20.01,1
15.96,4,80.84,8.88,10.89,1
68.01,1,81.5,78.53,83.45,1
28.42,2,75.69,30.11,49.92,1
60.32,3,88.52,49.75,30.95,1
71.8,4,91.74,39.33,74.25,1
16.92,4,84.7,73.59,84.79,1
31.19,1,31.57,82.83,90.63,1
21.37,3,53.79,72.19,50.29,1
89.99,6,41.82,45.35,79.11,1
80.24,7,2.08,52.39,37.26,1
73.53,6,72.72,44.06,54.28,1
11.23,1,40.3,76.62,9.36,1
28.65,6,76.46,48.37,54.08,1
4.43,4,58.07,0.02,81.65,1
70.83,1,36.11,63.94,99.24,1
49.75,5,78.92,10.43,32.86,1
21.8,4,79.59,7.79,87.55,1
0.89,2,25.91,97.23,11.59,1
98.43,6,13.52,4.99,4.37,1
58.59,3,93.25,62.73,96.53,1
20.64,2,24.22,27.95,72.93,0
57.38,6,99.8,44.78,36.44,1
96.0,8,96.96,0.1,57.89,1
76.68,3,33.82,3.32,40.14,1
96.72,5,34.96,40.17,64.65,1
36.4,2,43.23,17.38,75.4,0
63.46,5,48.2,37.32,77.27,1
72.55,6,82.89,45.05,95.93,1
17.94,5,34.48,50.55,68.82,1
15.23,3,48.46,81.85,18.72,1
2.9,7,41.07,53.74,63.03,1
83.74,6,3.05,16.59,87.6,1
0.87,5,59.91,92.36,46.21,1
18.25,1,27.11,84.67,63.78,1
26.34,3,4.17,39.11,31.74,0
60.31,7,74.18,31.72,72.15,1
72.47,5,44.42,39.18,92.42,1
87.1,2,47.05,82.63,97.86,1
78.7,2,23.17,39.07,58.23,1
75.1,7,23.15,57.51,85.53,1
97.21,1,90.26,54.33,93.28,1
60.52,7,20.61,9.45,35.89,0
46.86,8,2.3,22.5,46.86,0
49.04,6,48.19,39.38,85.17,1
93.81,7,36.28,1.09,81.81,1
48.9,4,22.46,68.89,75.62,1
1.99,4,39.12,78.21,73.07,1
20.14,5,14.15,17.91,40.89,0
27.45,2,9.17,49.7,72.23,0
38.51,3,42.5,17.94,87.5,1
47.87,6,52.14,77.33,22.28,1
85.43,2,16.54,41.39,23.41,1
94.3,3,32.23,64.43,1.55,1
47.99,6,78.01,28.41,57.99,1
0.5,7,32.68,3.3,12.67,0
77.95,6,14.48,46.87,44.78,1
31.51,5,78.83,34.26,82.72,1
3.57,5,86.28,7.76,11.27,1
18.12,7,73.26,9.57,72.7,1
20.95,8,5.51,90.16,25.92,1
93.12,4,0.81,0.34,35.06,1
95.41,4,81.15,21.96,28.28,1
33.57,8,17.26,57.08,88.5,1
5.9,3,59.2,74.41,65.42,1
73.72,8,79.8,46.13,9.08,1
39.83,8,1.86,79.44,46.97,1
71.35,5,18.4,65.42,69.1,1
36.73,4,86.58,26.42,84.05,1
78.7,8,58.06,50.13,23.36,1
97.87,7,16.37,83.39,10.99,1
4.08,7,28.9,3.41,4.53,0
12.51,8,2.06,11.23,16.26,0
1.36,6,58.55,6.04,71.94,0
3.34,1,57.79,92.55,43.71,1
48.33,6,77.71,23.55,65.08,1
64.37,6,49.3,85.0,91.95,1
28.26,2,6.97,81.26,40.3,1
14.68,1,63.41,18.45,54.7,1
57.86,7,12.3,65.33,29.05,1
99.12,5,54.78,48.58,84.62,1
54.82,6,42.49,26.65,37.73,0
11.5,3,60.0,97.18,10.98,1
79.54,7,31.22,69.18,14.63,1
76.42,4,18.85,46.75,72.0,1
19.09,4,97.26,2.33,52.41,1
37.07,2,91.66,90.04,99.75,1
7.46,2,62.61,60.27,26.12,1
85.56,8,8.02,23.07,22.3,1
18.56,3,81.15,19.14,6.55,1
12.4,2,41.79,6.35,94.14,1
91.85,3,57.45,58.96,18.77,1
86.43,5,62.01,43.67,93.84,1
5.08,2,36.82,55.92,6.85,1
25.62,5,19.83,10.38,92.3,1
20.02,5,53.15,60.18,82.0,1
43.64,8,95.86,14.69,6.74,1
4.09,5,46.8,61.57,79.16,1
39.88,1,11.37,61.23,65.13,1
18.79,2,59.82,0.13,94.03,1
27.55,5,93.37,40.82,75.39,1
40.07,3,4.79,31.12,83.48,1
16.51,1,42.64,24.33,23.82,0
75.29,7,98.18,63.08,78.64,1
29.32,8,11.22,3.53,93.07,1
96.17,7,88.0,31.51,33.79,1
69.59,4,19.08,8.97,63.53,0
10.32,8,41.22,51.71,29.65,1
22.63,5,16.11,75.6,69.61,1
89.39,7,29.85,8.97,52.24,1
91.62,3,95.72,54.16,20.85,1
68.6,7,34.07,20.18,0.75,0
9.85,8,66.76,55.77,59.56,1
91.6,8,59.77,35.91,3.43,1
58.12,8,48.22,42.81,68.02,1
17.99,6,64.21,45.96,45.34,1
63.41,5,19.62,82.02,0.89,1
10.07,2,23.18,12.79,69.93,0
5.37,1,12.87,39.78,9.4,0
70.79,5,46.0,91.92,60.22,1
33.71,4,16.31,35.37,59.38,0
38.48,6,80.24,45.19,88.6,1
8.13,4,63.3,57.74,3.26,1
15.79,7,76.07,43.92,69.26,1
0.84,1,55.68,24.82,50.58,1
73.83,3,94.13,66.81,12.25,1
98.14,8,87.93,71.66,94.51,1
55.92,2,66.28,60.74,40.26,1
40.16,3,14.91,25.45,29.8,0
12.58,8,29.51,76.95,88.92,1
25.13,6,97.71,27.66,39.29,1
54.79,2,16.35,40.88,62.32,0
40.83,1,63.38,37.15,72.11,1
41.32,4,54.75,21.09,98.51,1
95.55,6,63.37,77.92,60.39,1
46.31,8,8.67,77.81,58.06,1
26.93,8,67.96,84.78,20.3,1
51.86,5,60.31,0.92,93.64,1
33.63,1,18.12,13.69,17.47,0
15.29,8,16.19,48.58,46.01,0
28.08,3,22.41,78.27,76.89,1
43.82,7,83.28,99.45,32.89,1
11.85,4,52.37,4.7,85.26,1
63.56,7,46.45,89.98,60.03,1
15.18,8,94.76,34.36,98.77,1
94.08,4,12.59,71.2,61.61,1
20.12,1,30.06,86.73,64.13,1
91.22,1,31.41,5.58,6.15,1
80.27,7,31.15,36.43,47.09,1
97.2,5,36.18,60.15,24.68,1
75.71,8,5.48,98.36,85.18,1
93.77,7,13.95,28.64,61.32,1
69.23,2,85.7,97.95,45.17,1
85.38,3,82.06,16.35,36.42,1
77.51,1,28.53,7.97,66.85,1
81.97,7,31.74,53.07,40.7,1
22.74,6,31.96,7.58,58.46,0
10.55,6,46.18,55.5,90.1,1
95.11,6,49.43,63.99,83.79,1
15.57,7,64.9,42.01,31.21,1
58.01,5,7.12,83.56,62.54,1
71.26,8,27.16,11.23,42.06,1
14.38,1,53.41,89.43,41.81,1
82.85,2,21.48,76.47,85.26,1
74.18,1,44.37,41.5,49.97,1
78.17,4,91.07,66.16,72.84,1
99.76,3,8.46,32.83,60.36,1
72.49,5,93.78,2.58,53.12,1
7.96,4,47.33,27.33,92.78,1
65.69,6,63.5,72.23,59.62,1
54.73,5,68.11,10.99,48.93,1
48.43,2,6.16,61.98,35.38,1
44.47,4,14.29,48.21,32.28,0
10.65,8,87.64,48.02,99.26,1
44.46,3,81.84,27.16,7.72,1
68.22,4,16.71,81.59,75.68,1
82.5,7,29.74,23.61,51.55,1
74.28,2,73.14,3.43,41.33,1
37.47,6,6.68,74.82,92.78,1
35.07,3,21.58,16.75,13.34,0
66.95,1,95.96,59.01,95.66,1
66.36,3,24.14,66.42,56.23,1
74.39,7,88.96,39.0,70.47,1
81.32,4,58.32,2.7,66.07,1
11.79,7,19.87,25.66,9.39,0
97.24,3,57.25,73.93,71.34,1
82.46,6,42.8,43.22,11.99,1
95.43,7,8.95,98.96,95.87,1
77.99,4,37.69,83.48,55.22,1
41.51,3,40.15,62.24,14.93,1
30.53,5,31.38,33.67,69.5,0
7.97,8,43.25,47.58,57.2,1
38.09,6,34.24,55.59,20.29,1
76.19,2,35.63,60.47,29.47,1
88.39,7,75.23,58.44,90.51,1
8.48,5,14.34,11.68,78.06,0
21.4,6,37.98,57.95,40.36,1
55.73,3,23.76,40.57,90.86,1
79.27,6,69.29,28.13,36.78,1
28.26,8,82.77,17.06,15.25,1
60.25,6,43.31,63.34,20.12,1
65.11,6,34.69,40.81,27.46,1
31.52,2,73.18,96.34,79.85,1
57.72,4,85.08,82.12,51.84,1
96.58,1,81.68,49.29,57.22,1
25.29,6,61.54,96.34,83.49,1
99.81,2,99.75,24.59,72.19,1
74.52,2,56.22,71.63,37.26,1
92.58,5,43.29,74.54,94.29,1
41.9,3,0.35,83.33,65.29,1
78.34,8,50.83,77.56,34.01,1
83.63,2,44.03,97.24,95.85,1
5.41,6,12.3,95.34,97.14,1
5.09,4,96.02,34.84,92.79,1
26.19,3,11.11,77.57,74.18,1
1.14,1,38.71,86.96,96.56,1
74.44,6,76.06,37.04,9.65,1
66.98,7,59.8,63.78,90.16,1
34.26,6,5.49,27.15,34.78,0
23.88,1,19.43,89.93,65.39,1
13.28,2,70.23,72.89,31.23,1
85.4,6,27.13,22.54,8.33,1
59.65,2,63.85,22.71,96.75,1
23.88,2,72.79,65.07,59.1,1
53.22,8,54.57,65.83,38.2,1
45.68,8,78.75,40.72,16.83,1
93.04,5,40.25,70.33,89.74,1
39.44,7,4.62,88.84,29.93,1
54.37,3,15.36,88.05,22.13,1
7.82,5,21.09,42.61,90.79,1
70.18,1,47.8,72.14,87.28,1
96.18,5,35.4,57.92,21.88,1
44.88,4,81.74,45.09,41.83,1
16.89,5,9.47,55.34,80.87,1
71.88,8,57.08,5.6,82.37,1
29.22,8,37.71,22.69,64.35,0
46.89,6,39.33,86.98,47.93,1
34.71,2,53.8,28.49,95.45,1
78.38,6,47.57,88.67,92.06,1
71.98,7,92.16,76.02,89.41,1
62.97,5,17.13,61.06,35.29,1
24.11,7,39.41,88.11,64.04,1
27.49,1,96.12,42.15,44.76,1
38.32,8,72.07,78.44,64.12,1
18.06,5,21.51,89.54,92.64,1
0.19,4,51.36,45.06,86.99,1
34.6,4,39.35,9.89,50.65,0
17.13,3,52.3,46.45,80.93,1
83.02,6,84.01,60.95,13.78,1
72.5,4,31.31,77.57,83.1,1
28.46,8,28.24,85.09,6.87,1
18.83,7,18.76,84.83,12.99,1
21.64,6,26.1,74.19,72.01,1
10.26,7,47.7,49.76,78.63,1
88.25,5,83.58,81.44,57.42,1
42.14,4,24.26,4.53,86.61,1
62.7,5,99.33,50.89,35.69,1
58.92,3,82.33,13.52,84.28,1
11.18,2,20.51,71.46,11.08,1
15.24,3,62.91,39.8,83.46,1
7.51,7,62.33,47.93,15.8,1
86.33,7,37.08,56.71,45.49,1
54.51,8,39.11,15.83,76.68,0
9.28,4,1.1,18.29,87.95,1
33.79,5,80.47,30.35,71.46,1
26.77,2,13.64,99.42,3.62,1
12.84,7,69.08,17.41,33.75,1
44.67,4,46.11,38.28,40.95,1
96.15,3,16.99,6.89,9.71,1
74.24,2,55.21,1.56,38.15,1
1.15,6,58.36,11.46,49.93,0
32.98,4,45.59,23.47,50.29,0
53.35,5,78.18,75.74,90.96,1
33.92,6,19.43,14.71,91.74,1
39.93,2,20.16,18.6,36.68,0
38.05,8,16.15,9.03,89.48,1
83.41,2,60.54,64.42,6.13,1
78.18,8,2.04,74.65,2.07,1
8.41,5,12.45,62.48,30.03,1
25.23,3,9.13,95.98,36.49,1
62.91,4,85.98,9.16,55.61,1
60.69,7,49.3,33.15,0.22,1
14.71,7,23.74,46.32,78.91,1
83.13,6,81.1,71.04,14.74,1
19.58,3,82.65,57.27,92.3,1
71.77,6,67.16,21.86,59.68,1
92.03,6,68.26,10.67,56.03,1
95.84,7,35.75,16.52,50.98,1
54.6,3,15.68,95.41,50.01,1
73.92,7,81.1,52.01,12.25,1
84.68,7,46.32,52.79,63.64,1
25.41,2,98.03,47.2,75.17,1
60.14,7,94.62,62.24,18.07,1
54.9,5,15.72,93.5,79.87,1
32.73,2,15.1,20.37,3.28,0
97.45,7,51.45,28.46,14.8,1
28.43,8,8.15,39.07,20.69,0
23.23,5,25.23,37.15,38.68,0
66.6,8,39.84,18.41,49.9,0
67.11,7,94.86,25.06,84.67,1
73.33,6,83.63,70.86,64.28,1
46.55,8,23.05,62.46,46.89,1
12.39,8,6.49,49.85,2.74,0
31.36,1,95.66,17.87,94.25,1
57.62,8,3.08,81.49,64.04,1
61.72,2,93.44,59.24,98.38,1
23.78,8,82.35,89.2,64.69,1
97.87,2,63.09,3.49,22.16,1
73.28,8,25.83,1.26,13.09,1
27.71,2,49.35,9.55,76.98,0
93.87,2,60.91,61.18,36.34,1
45.1,7,18.6,23.34,44.74,0
71.73,5,72.02,76.05,64.14,1
80.89,3,51.45,81.82,3.0,1
79.42,8,44.99,16.96,88.4,1
69.67,7,1.26,50.37,36.24,1
32.45,7,93.21,96.53,37.91,1
40.59,8,97.55,69.55,72.52,1
68.92,7,48.39,89.83,74.69,1
62.0,3,1.13,7.07,40.31,0
65.8,6,98.88,43.0,12.69,1
9.27,5,88.89,68.76,94.37,1
73.87,8,72.88,52.89,67.19,1
66.13,3,37.87,75.51,79.95,1
57.68,1,72.18,71.41,49.35,1
73.91,8,10.48,84.29,11.19,1
27.81,2,81.98,29.09,4.82,1
86.46,5,61.38,96.53,62.99,1
22.86,4,99.72,65.45,17.58,1
79.22,8,41.77,14.51,88.17,1
98.08,6,49.42,44.22,1.55,1
29.03,6,98.8,45.54,49.0,1
34.53,4,12.49,85.19,38.51,1
62.32,1,80.94,3.74,77.69,1
3.65,7,48.83,14.46,58.02,0
53.3,5,4.67,50.18,10.98,1
73.34,4,53.47,3.83,60.2,1
99.87,5,57.01,95.38,6.54,1
98.54,4,37.45,82.97,48.7,1
82.45,3,78.99,85.81,40.93,1
93.05,2,51.73,18.43,84.67,1
10.39,3,78.44,9.42,23.46,1
95.33,3,70.81,51.09,98.07,1
27.41,6,29.82,47.33,50.73,1
14.95,2,89.13,47.36,61.89,1
69.17,6,55.36,1.98,64.49,0
26.5,3,61.14,60.88,22.18,1
21.49,8,78.27,67.85,84.52,1
68.95,4,72.87,81.92,65.29,1
50.79,2,82.66,96.2,24.45,1
84.16,1,27.53,88.98,7.35,1
15.21,2,18.01,7.18,41.3,0
24.22,8,99.33,73.99,92.91,1
97.87,6,51.54,60.17,85.4,1
16.01,5,59.09,44.08,1.25,1
12.01,6,76.18,7.02,87.2,1
52.88,1,4.85,66.07,96.54,1
31.7,7,6.06,45.01,71.85,0
60.9,6,7.74,68.17,90.67,1
97.36,7,49.05,63.98,30.33,1
43.01,8,33.27,74.15,33.02,1
83.19,4,78.85,56.09,87.49,1
63.32,3,86.69,62.82,31.78,1
17.36,4,68.24,75.25,82.26,1
97.05,1,78.08,71.87,71.17,1
10.86,5,26.88,72.11,91.4,1
5.63,2,22.94,47.4,16.69,1
29.72,6,61.66,31.57,26.31,1
12.01,4,76.39,60.19,7.33,1
98.37,1,50.28,71.27,61.78,1
39.69,8,85.03,7.26,91.45,1
9.59,8,76.15,91.59,59.56,1
42.63,8,97.6,75.04,1.83,1
84.44,3,20.67,35.6,55.65,1
28.78,1,2.24,82.4,47.25,1
2.82,7,60.22,16.04,36.14,1
46.38,4,99.32,49.96,39.14,1
98.6,4,93.99,90.91,14.42,1
52.99,4,8.49,9.45,58.45,0
6.94,1,53.16,34.05,39.15,1
73.38,3,76.15,69.06,4.86,1
69.0,2,40.27,36.79,62.16,1
33.46,4,35.14,53.38,68.35,1
86.32,1,59.18,85.75,12.24,1
1.16,7,52.4,96.08,94.1,1
21.36,5,10.25,50.01,30.69,1
33.77,4,54.99,66.88,40.43,1
66.36,7,72.96,62.43,96.3,1
87.56,1,22.1,50.25,93.53,1
6.99,6,44.41,79.33,19.65,1
53.99,6,31.04,34.94,18.67,0
4.5,1,50.1,61.19,25.63,1
90.24,4,17.89,8.55,58.96,1
71.3,2,61.79,42.59,96.29,1
58.77,6,84.08,68.84,48.88,1
14.96,1,42.63,17.09,18.96,0
2.52,7,91.93,82.14,26.52,1
50.2,1,49.4,63.25,38.5,1
65.53,1,94.73,32.94,2.21,1
51.41,1,94.15,76.26,19.51,1
10.97,3,75.28,63.32,40.99,1
32.51,3,33.27,84.55,11.07,1
8.9,3,95.62,26.24,20.8,1
79.08,7,82.93,32.49,37.64,1
55.51,7,91.56,28.7,97.94,1
28.03,4,83.77,45.36,66.36,1
73.43,7,51.06,97.64,49.62,1
70.19,5,0.45,88.76,72.63,1
85.92,5,53.56,4.01,56.79,1
10.03,4,68.78,39.11,52.57,1
98.96,2,10.18,91.86,60.07,1
24.92,4,16.59,5.86,54.61,0
63.22,8,59.01,81.78,2.42,1
75.93,4,5.8,87.35,40.73,1
58.26,2,78.44,61.12,97.21,1
20.01,6,59.61,44.78,24.36,1
96.71,8,59.41,44.71,84.85,1
53.37,6,78.08,9.37,55.81,1
8.61,2,67.55,65.05,66.44,1
84.75,1,7.41,71.54,71.93,1
27.76,7,22.62,78.29,80.64,1
72.48,3,53.2,97.04,96.53,1
35.89,6,76.82,93.64,61.3,1
63.48,4,31.21,17.2,26.96,0
14.12,3,14.64,61.77,93.29,1
99.59,6,24.99,22.95,18.26,1
30.84,6,15.76,15.92,10.61,0
40.73,7,82.57,65.0,47.07,1
71.65,5,59.02,67.15,46.98,1
38.94,7,39.47,92.28,68.12,1
5.73,4,60.6,72.39,8.21,1
25.29,8,76.9,97.74,28.38,1
56.33,2,89.69,96.32,54.84,1
9.85,4,29.26,38.71,85.66,1
81.11,2,28.74,5.75,94.09,1
81.51,6,56.17,84.91,38.4,1
73.62,7,10.19,13.67,71.83,1
92.22,1,34.82,91.6,51.28,1
3.64,7,6.23,44.97,77.86,0
36.61,2,77.18,25.63,30.01,1
0.61,4,17.54,2.27,18.46,0
50.14,2,89.3,9.21,67.01,1
40.29,2,64.94,75.3,4.41,1
22.08,8,20.53,12.68,78.2,0
48.23,8,82.19,44.33,80.67,1
15.85,6,43.6,75.21,5.09,1
73.04,7,40.74,86.3,61.56,1
93.62,4,93.41,83.08,9.8,1
84.3,7,82.22,59.13,16.03,1
81.37,2,79.54,61.72,81.34,1
3.45,6,97.15,3.16,95.59,1
98.59,1,49.16,4.0,79.09,1
96.86,3,31.44,19.78,91.88,1
88.31,3,52.37,46.47,40.42,1
83.02,5,14.32,28.56,23.26,1
44.26,6,28.12,75.9,43.72,1
89.91,4,64.81,43.73,1.55,1
25.36,7,87.46,66.38,94.25,1
39.82,3,77.98,59.3,66.88,1
80.92,1,39.58,51.22,47.93,1
26.91,7,40.01,26.39,32.71,0
76.65,5,1.52,53.25,52.3,1
97.42,3,4.54,26.0,75.67,1
90.46,4,15.42,22.43,1.83,1
75.23,6,39.42,93.29,99.54,1
54.39,5,7.24,58.75,35.02,1
11.81,3,62.08,60.51,40.35,1
3.38,6,79.09,84.02,55.2,1
99.22,3,58.74,34.08,70.91,1
91.54,2,12.7,6.06,68.71,1
97.71,4,35.6,6.97,86.53,1
75.94,3,16.48,4.68,21.36,1
55.5,7,78.65,44.65,57.76,1
6.45,3,89.03,48.11,98.27,1
84.98,5,36.6,40.13,11.41,1
54.44,5,70.82,11.01,15.95,1
1.35,3,71.23,79.78,24.98,1
74.91,5,96.53,33.24,40.62,1
30.45,2,12.23,74.86,38.33,1
12.4,2,59.78,26.07,22.36,1
5.95,2,90.88,75.92,10.23,1
54.93,5,84.21,27.76,89.09,1
65.64,2,13.04,43.84,65.85,0
38.24,7,87.34,28.65,53.19,1
93.86,4,7.85,24.46,16.52,1
6.0,1,53.25,88.13,26.27,1
5.81,1,41.02,37.91,31.1,1
66.96,2,1.27,21.75,55.3,0
17.94,7,92.0,82.08,80.98,1
49.13,4,4.18,19.5,22.31,0
50.78,4,93.44,43.11,89.98,1
15.21,8,34.42,32.06,31.43,0
99.67,8,72.04,54.55,66.85,1
80.22,1,13.51,49.96,74.69,1
39.55,2,35.88,27.55,57.06,0
42.8,4,66.01,20.71,46.42,1
46.68,8,99.37,97.43,32.53,1
68.74,6,8.25,41.14,29.36,0
8.23,2,61.57,34.62,69.23,1
90.08,7,46.44,76.4,50.31,1
70.45,2,17.38,70.95,10.47,1
26.25,4,77.5,77.96,4.9,1
15.15,7,13.25,44.34,8.19,0
64.18,3,36.24,65.98,97.07,1
86.32,1,5.98,80.19,27.12,1
98.87,1,96.04,22.13,36.42,1
83.73,1,18.29,55.93,70.73,1
9.47,3,41.93,23.31,86.93,1
67.1,6,26.91,97.95,65.06,1
58.8,5,65.41,96.0,88.65,1
89.32,8,30.35,72.34,62.49,1
77.59,6,34.17,85.07,57.05,1
21.68,5,47.55,21.63,79.72,0
34.43,5,24.72,80.62,93.99,1
17.41,4,69.89,57.64,52.2,1
95.23,8,16.91,51.81,74.59,1
6.92,8,94.44,85.16,88.79,1
6.28,8,42.84,88.84,12.34,1
43.93,1,24.17,92.31,91.56,1
72.37,8,93.74,51.38,84.48,1
86.44,6,84.84,57.93,32.29,1
85.16,3,77.52,5.14,47.13,1
6.19,1,83.96,88.71,74.84,1
96.05,2,73.55,22.82,72.6,1
31.86,8,77.7,70.34,5.57,1
85.93,6,40.74,64.11,55.73,1
45.22,4,54.34,31.57,55.14,1
6.69,3,51.31,73.56,57.61,1
12.49,4,84.64,0.27,73.42,1
73.28,8,99.07,63.42,85.3,1
89.48,5,67.91,34.84,18.0,1
14.95,6,3.66,8.13,56.3,0
62.91,8,54.87,90.44,5.33,1
24.53,6,74.09,28.7,88.35,1
63.55,2,96.64,91.24,14.76,1
54.49,8,7.91,45.91,68.48,0
38.0,8,25.99,26.69,54.52,0
27.43,7,29.28,2.87,68.4,0
39.48,1,55.76,86.99,89.26,1
53.23,2,86.04,63.39,95.04,1
8.84,3,69.64,91.06,29.13,1
66.32,3,15.2,21.66,73.66,0
52.04,8,92.67,59.38,36.57,1
11.31,5,37.48,62.56,66.92,1
99.69,2,31.29,17.26,16.44,1
30.51,8,22.75,81.84,80.55,1
25.87,1,27.51,18.4,51.6,0
31.14,5,71.8,76.68,43.3,1
82.28,3,96.85,86.1,12.93,1
92.47,3,21.19,57.59,49.13,1
81.12,1,67.12,28.2,83.91,1
98.8,6,43.59,81.54,47.14,1
28.82,5,49.58,96.39,36.74,1
91.23,8,56.47,64.98,50.78,1
46.41,2,22.08,36.11,48.24,0
40.43,1,95.52,85.23,16.52,1
63.8,4,67.21,54.61,9.84,1
79.35,2,74.05,85.79,86.79,1
79.2,4,90.36,98.46,33.86,1
74.42,6,72.1,35.98,14.7,1
72.7,6,7.56,95.5,64.63,1
58.8,2,13.99,49.07,70.36,0
88.23,6,97.87,52.7,59.73,1
60.43,1,62.19,82.8,21.88,1
46.74,2,67.71,40.49,91.22,1
56.64,2,50.45,34.02,4.64,1
65.48,8,19.22,77.97,84.64,1
70.12,1,91.81,2.72,55.19,1
71.37,8,6.73,99.5,7.72,1
23.18,1,52.27,61.71,52.36,1
75.27,2,78.08,44.11,25.68,1
4.58,5,85.16,67.86,98.14,1
61.78,4,15.33,69.96,80.49,1
11.69,4,51.26,19.92,66.06,1
3.3,1,38.34,42.86,25.57,1
34.34,2,61.25,40.82,83.07,1
97.67,2,90.12,50.47,7.76,1
92.08,8,86.36,81.55,82.22,1
31.7,6,6.55,38.37,70.65,0
16.7,4,91.27,71.76,72.9,1
46.67,1,0.7,22.9,32.05,0
3.69,4,97.1,8.18,35.22,1
4.81,6,59.13,70.58,10.57,1
53.97,2,66.88,53.49,91.55,1
68.04,1,98.02,51.55,53.93,1
95.42,5,27.77,66.46,79.47,1
2.36,1,83.46,84.34,58.63,1
32.04,4,22.63,39.18,95.32,1
62.24,4,34.04,72.16,23.98,1
90.18,7,2.56,44.04,36.81,1
46.23,1,28.05,77.68,27.98,1
10.58,6,14.75,73.26,2.9,1
64.96,5,84.2,58.65,65.56,1
70.98,1,97.08,13.33,32.41,1
45.7,7,9.23,94.0,94.25,1
16.85,8,34.61,17.02,75.62,0
53.62,2,63.01,81.25,75.18,1
80.98,3,78.86,10.32,33.15,1
17.9,6,62.12,5.58,92.75,1
75.7,1,41.47,64.29,10.13,1
20.2,5,8.26,48.32,72.95,0
63.33,8,88.43,74.56,25.78,1
37.44,7,0.71,28.7,61.98,0
97.25,1,1.47,86.18,20.9,1
23.42,3,36.85,26.23,46.44,0
72.25,2,53.57,6.17,69.19,1
16.19,4,71.06,67.33,96.48,1
47.31,1,27.73,14.29,63.23,0
69.46,5,40.58,49.12,12.01,1
7.59,2,39.72,56.08,24.77,1
74.53,8,76.8,69.43,41.12,1
81.88,4,17.35,85.76,71.31,1
75.44,3,30.07,73.43,60.21,1
12.51,5,81.47,50.24,38.34,1
9.04,3,88.3,49.77,91.41,1
78.0,3,64.9,37.03,30.61,1
68.76,6,66.18,70.15,40.78,1
59.21,5,9.29,87.79,68.78,1
27.4,4,44.13,19.03,36.86,0
88.65,1,94.74,55.79,64.05,1
78.54,1,33.11,93.91,86.38,1
76.29,7,24.29,13.09,84.58,1
1.81,7,7.21,96.66,12.2,1
38.75,6,67.22,78.92,14.68,1
79.41,4,15.24,87.49,94.22,1
75.86,8,80.98,46.51,15.71,1
37.07,5,26.63,65.33,29.72,1
69.11,5,63.24,31.15,75.99,1
79.43,5,39.77,31.77,70.26,1
99.42,6,62.85,69.12,76.91,1
59.33,6,78.51,79.38,97.44,1
88.18,3,25.67,29.21,30.46,1
85.86,4,86.9,78.07,2.94,1
50.89,5,98.29,11.31,97.57,1
90.61,6,87.63,33.85,49.43,1
56.04,3,14.98,69.12,89.94,1
11.53,5,7.12,45.82,76.26,0
89.6,7,84.55,91.32,50.43,1
14.8,3,82.24,50.53,16.82,1
51.28,8,16.94,30.73,6.53,0
53.18,6,79.91,47.84,17.82,1
19.63,6,41.17,97.62,36.75,1
78.7,6,8.72,74.4,93.07,1
50.52,1,10.91,0.85,40.52,0
97.75,7,95.69,79.1,33.7,1
62.38,7,49.75,8.88,32.38,0
75.39,8,23.22,26.73,20.25,1
56.79,4,1.74,22.8,74.61,0
12.52,2,65.9,93.82,13.74,1
23.8,4,88.91,61.44,80.55,1
28.24,5,11.66,29.7,69.2,0
3.63,3,0.19,85.33,52.38,1
33.29,1,25.41,70.29,71.08,1
58.78,3,97.38,75.02,67.61,1
81.53,3,8.61,27.21,8.3,1
73.71,1,55.15,83.4,62.55,1
97.13,1,92.52,46.77,25.84,1
39.65,4,28.83,44.02,57.22,1
46.66,5,89.21,82.35,94.96,1
29.08,5,39.57,75.27,42.75,1
72.37,4,76.08,46.45,19.6,1
90.83,4,23.01,91.73,87.44,1
66.59,2,70.72,26.34,86.81,1
89.36,7,45.01,2.42,23.88,1
54.9,4,60.54,37.56,81.83,1
78.65,1,67.55,8.57,34.99,1
87.53,8,77.83,44.15,42.89,1
1.96,2,26.92,68.86,65.57,1
73.76,4,8.35,85.65,57.74,1
66.04,1,93.37,24.85,63.03,1
49.27,1,58.68,18.48,36.26,1
29.0,6,93.14,44.49,62.76,1
68.1,3,20.13,91.96,9.46,1
69.37,5,4.28,40.71,47.44,0
17.13,6,27.23,62.77,86.92,1
24.69,5,51.57,17.81,9.08,0
96.27,4,54.98,74.93,96.77,1
85.89,6,38.92,36.16,23.7,1
75.28,4,21.25,7.54,78.64,1
88.02,3,89.56,96.32,47.81,1
35.85,2,14.97,5.68,6.68,0
66.15,3,88.78,55.08,57.21,1
59.18,7,65.34,51.48,19.2,1
1.74,3,67.97,73.39,14.69,1
88.52,5,49.97,29.8,49.12,1
